idTerytGmina,idTerytWojewodztwo,Wojewodztwo,Powiat,Gmina,Typ obszaru,idTypPodmiotu,Typ podmiotu,lb_ucz_cudzoziem_ogółem,"obywatel państwa członkowskiego UE, państwa członkowskiego EFTA lub Konfederacji Szwajcarskiej albo członek rodziny takiej osoby posiadający prawo pobytu lub prawo stałego pobytu",osoba pochodzenia polskiego w rozumieniu przepisów o repatriacji,"osoba, której udzielono zezwolenia na osiedlenie się na terytorium RP",osoba posiadająca ważną Kartę Polaka,"osoba, której nadano status uchodźcy, albo członek rodziny takiej osoby",osoba posiadająca zgodę na pobyt tolerowany,"osoba, której udzielono ochrony uzupełniającej, albo członek rodziny takiej osoby",osoba korzystająca z ochrony czasowej na terytorium RP,"osoba, której na terytorium RP udzielono zezwolenia na pobyt rezydenta długoterminowego UE","osoba, której na terytorium RP udzielono zezwolenia na zamieszkanie na czas oznaczony w związku z okolicznością, o której mowa w art. 53 ust. 1 pkt 7, 13 i 14 ustawy o cudzoziemcach",członek rodziny osoby ubiegającej się o nadanie statusu uchodźcy,"osoba, której uprawnienie do nauki wynika z umowy międzynarodowej.",inny,"osoba, której udzielono zezwolenia na pobyt stały na terytorium RP","osoba, której udzielono zgody na pobyt ze względów humanitarnych, albo członek rodziny takiej osoby","osoba, której na terytorium RP udzielono zezwolenia na pobyt czasowy w związku z okolicznością, o której mowa w art. 127, art.159 ust. 1, art. 176 lub art. 186 ust. 1 pkt 3 lub 4 ustawy o cudzoziemcach","osoba, która posiada kartę pobytu z adnotacją ""dostęp do rynku pracy"", wizę Schengen lub wizę krajową wydaną w celu wykonywania pracy na terytorium RP",członek rodziny osoby ubiegającej się o udzielenie ochrony międzynarodowej,brak statusu w SIO
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,1,Przedszkole,102,2,,,,52,1,,,,,,,34,9,,3,,,1
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,3,Szkoła podstawowa,317,,,,,52,,3,,,,,,241,5,,14,,,2
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,14,Liceum ogólnokształcące,45,1,,,,3,,,,,,,,35,,,,,,6
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,16,Technikum,90,1,,,,20,,,,,,,,62,2,3,1,,,1
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,19,Szkoła policealna,177,,,,2,43,,,,,,,,,2,,67,63,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,85,Szkoła muzyczna I stopnia,9,,,,,7,,,,,,,,,,,2,,,
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,93,Branżowa szkoła I stopnia,61,,,,,1,,,,,,,,57,,,2,,,1
201011,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar miejski,94,Branżowa szkoła II stopnia,2,,,,,,,,,,,,,2,,,,,,
201022,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar wiejski,1,Przedszkole,4,,,,,3,,,,,,,,,,,1,,,
201022,2,DOLNOŚLĄSKIE,bolesławiecki,Bolesławiec,obszar wiejski,3,Szkoła podstawowa,30,,,,1,22,,,,,,,,5,,,,1,,1
201032,2,DOLNOŚLĄSKIE,bolesławiecki,Gromadka,obszar wiejski,1,Przedszkole,6,,,,,,,,,,,,,5,,,,,,1
201032,2,DOLNOŚLĄSKIE,bolesławiecki,Gromadka,obszar wiejski,3,Szkoła podstawowa,6,,,,,,,,,,,,,6,,,,,,
201043,2,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,obszar miejski,1,Przedszkole,6,,,,,,,,,,,,,6,,,,,,
201043,2,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,obszar miejski,3,Szkoła podstawowa,7,,,,,3,,,,,,,,3,,,,,,1
201043,2,DOLNOŚLĄSKIE,bolesławiecki,Nowogrodziec,obszar wiejski,3,Szkoła podstawowa,7,,,,,1,,,,,,,,4,,2,,,,
201052,2,DOLNOŚLĄSKIE,bolesławiecki,Osiecznica,obszar wiejski,1,Przedszkole,12,,,,,11,,,,,,,,,,,,,,1
201052,2,DOLNOŚLĄSKIE,bolesławiecki,Osiecznica,obszar wiejski,3,Szkoła podstawowa,34,,,,,17,,,,,,,,11,1,,3,,,2
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,obszar wiejski,3,Szkoła podstawowa,64,,,,,17,,,,,,,,42,3,,,,,2
201062,2,DOLNOŚLĄSKIE,bolesławiecki,Warta Bolesławiecka,obszar wiejski,81,Punkt przedszkolny,2,,,,,2,,,,,,,,,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,obszar miejski,1,Przedszkole,32,,,,,8,,,,,,,,22,2,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,obszar miejski,3,Szkoła podstawowa,76,,,,,,,,,,,,,72,,,3,,,1
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,obszar miejski,14,Liceum ogólnokształcące,26,,,,,,,,,,,,,25,1,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,obszar miejski,16,Technikum,7,,,,,6,,,,,,,,1,,,,,,
202011,2,DOLNOŚLĄSKIE,dzierżoniowski,Bielawa,obszar miejski,93,Branżowa szkoła I stopnia,8,,,,,7,,,,,,,,1,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar miejski,1,Przedszkole,40,,,,,12,,,,,,,,23,1,,3,,,1
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar miejski,3,Szkoła podstawowa,143,4,,,,16,,,,,,,,123,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar miejski,14,Liceum ogólnokształcące,37,1,,,,28,,,,,,,,2,2,,3,,,1
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar miejski,16,Technikum,35,,,,1,13,,,,,,,,17,3,,,,,1
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar miejski,19,Szkoła policealna,29,,,,,,,,,,,,,29,,,,,,
202021,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar miejski,93,Branżowa szkoła I stopnia,12,,,,,11,,,,,,,,1,,,,,,
202033,2,DOLNOŚLĄSKIE,dzierżoniowski,Pieszyce,obszar miejski,1,Przedszkole,4,,,,,,,,,,,,,4,,,,,,
202033,2,DOLNOŚLĄSKIE,dzierżoniowski,Pieszyce,obszar miejski,3,Szkoła podstawowa,20,,,,,3,,,,,,,1,15,,,,,,1
202041,2,DOLNOŚLĄSKIE,dzierżoniowski,Piława Górna,obszar miejski,1,Przedszkole,7,,,,,1,,,,1,,,,5,,,,,,
202041,2,DOLNOŚLĄSKIE,dzierżoniowski,Piława Górna,obszar miejski,3,Szkoła podstawowa,12,,,,,10,,,,,,,,,,,2,,,
202052,2,DOLNOŚLĄSKIE,dzierżoniowski,Dzierżoniów,obszar wiejski,3,Szkoła podstawowa,7,,,,,4,,,,,,,,1,2,,,,,
202062,2,DOLNOŚLĄSKIE,dzierżoniowski,Łagiewniki,obszar wiejski,1,Przedszkole,2,,,,,,,,,,,,,,2,,,,,
202062,2,DOLNOŚLĄSKIE,dzierżoniowski,Łagiewniki,obszar wiejski,3,Szkoła podstawowa,7,,,,,,,,,,,,,3,4,,,,,
202073,2,DOLNOŚLĄSKIE,dzierżoniowski,Niemcza,obszar miejski,1,Przedszkole,1,,,,,,,,,,,,,,1,,,,,
202073,2,DOLNOŚLĄSKIE,dzierżoniowski,Niemcza,obszar miejski,3,Szkoła podstawowa,11,,,,,,,,,,,,,11,,,,,,
202073,2,DOLNOŚLĄSKIE,dzierżoniowski,Niemcza,obszar wiejski,3,Szkoła podstawowa,3,,,,,1,,,,,,,,,2,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,1,Przedszkole,77,,,,,48,,,,,,,,25,2,,,,,2
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,3,Szkoła podstawowa,238,3,,,4,91,,,,,,,,119,13,3,2,,,3
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,14,Liceum ogólnokształcące,44,2,,,1,6,,,3,2,,,,21,5,,1,2,,1
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,16,Technikum,39,,,,,19,,,,,,,,14,1,,1,4,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,19,Szkoła policealna,112,1,,,5,33,,,41,1,,,,2,8,1,17,,,3
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,20,Szkoła specjalna przysposabiająca do pracy,2,,,,,,,,,,,,,1,,,,,,1
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,85,Szkoła muzyczna I stopnia,8,,,,3,4,,,,,,,,1,,,,,,
203011,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar miejski,93,Branżowa szkoła I stopnia,20,,,,,12,,,,,,,,7,1,,,,,
203022,2,DOLNOŚLĄSKIE,głogowski,Głogów,obszar wiejski,3,Szkoła podstawowa,4,,,,,,,,,,,,,3,,,,1,,
203032,2,DOLNOŚLĄSKIE,głogowski,Jerzmanowa,obszar wiejski,1,Przedszkole,2,,,,,2,,,,,,,,,,,,,,
203032,2,DOLNOŚLĄSKIE,głogowski,Jerzmanowa,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,2,,,,,,,,,,,
203062,2,DOLNOŚLĄSKIE,głogowski,Żukowice,obszar wiejski,3,Szkoła podstawowa,6,,,,,,,,,,,,,6,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar miejski,1,Przedszkole,2,,,,,,,,,,,,,1,1,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar miejski,3,Szkoła podstawowa,8,,,,,,,,,,,,,8,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar miejski,14,Liceum ogólnokształcące,6,,,,,,,,,,,,,6,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar miejski,16,Technikum,8,,,,,8,,,,,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar miejski,93,Branżowa szkoła I stopnia,5,,,,,5,,,,,,,,,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar wiejski,1,Przedszkole,3,,,,,1,,,,,,,,2,,,,,,
204013,2,DOLNOŚLĄSKIE,górowski,Góra,obszar wiejski,3,Szkoła podstawowa,2,,,,,1,,,,,,,,1,,,,,,
204032,2,DOLNOŚLĄSKIE,górowski,Niechlów,obszar wiejski,3,Szkoła podstawowa,3,,,,,2,,,,,,,,1,,,,,,
204043,2,DOLNOŚLĄSKIE,górowski,Wąsosz,obszar miejski,3,Szkoła podstawowa,7,,,,,2,,,,,,,,5,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,obszar miejski,1,Przedszkole,29,,,,,6,,,,,,,,21,2,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,obszar miejski,3,Szkoła podstawowa,99,,,,,27,,2,,,,,,68,,1,1,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,obszar miejski,14,Liceum ogólnokształcące,17,,,,,,,,,,,,,14,2,,1,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,obszar miejski,16,Technikum,14,,,,,,,,,,,,,14,,,,,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,obszar miejski,19,Szkoła policealna,2,,,,,,,,,,,,,,,,,2,,
205011,2,DOLNOŚLĄSKIE,jaworski,Jawor,obszar miejski,93,Branżowa szkoła I stopnia,7,,,,,,,,,,,,,7,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,obszar miejski,1,Przedszkole,1,,,,,,,,,,,,,,1,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,obszar miejski,3,Szkoła podstawowa,8,,,,,,,,,,,,,4,,,4,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,obszar miejski,16,Technikum,2,,,,,,,,,,,,,2,,,,,,
205023,2,DOLNOŚLĄSKIE,jaworski,Bolków,obszar miejski,81,Punkt przedszkolny,2,,,,,,,,,,,,,2,,,,,,
205032,2,DOLNOŚLĄSKIE,jaworski,Męcinka,obszar wiejski,1,Przedszkole,6,1,,,,,,,,,,,,5,,,,,,
205032,2,DOLNOŚLĄSKIE,jaworski,Męcinka,obszar wiejski,3,Szkoła podstawowa,7,,,,,,,,,,,,,7,,,,,,
205042,2,DOLNOŚLĄSKIE,jaworski,Mściwojów,obszar wiejski,3,Szkoła podstawowa,9,,,,1,,,,,,,,,7,,,,,,1
205052,2,DOLNOŚLĄSKIE,jaworski,Paszowice,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,,1,,,,,
205062,2,DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,,,,,1,,
205062,2,DOLNOŚLĄSKIE,jaworski,Wądroże Wielkie,obszar wiejski,3,Szkoła podstawowa,1,,,,,1,,,,,,,,,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,obszar miejski,1,Przedszkole,14,,,,,,,,,,,,,13,,,,,,1
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,obszar miejski,3,Szkoła podstawowa,47,1,,,,36,,,,,,,,10,,,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,obszar miejski,14,Liceum ogólnokształcące,12,,,,,1,,,1,,,,,4,,6,,,,
206011,2,DOLNOŚLĄSKIE,karkonoski,Karpacz,obszar miejski,16,Technikum,12,,,,,3,,,1,,,,,4,,4,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,obszar miejski,1,Przedszkole,7,,,,,7,,,,,,,,,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,obszar miejski,3,Szkoła podstawowa,26,,,,,,,,,,,,,26,,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,obszar miejski,14,Liceum ogólnokształcące,5,,,,,,,,,,,,,3,2,,,,,
206021,2,DOLNOŚLĄSKIE,karkonoski,Kowary,obszar miejski,93,Branżowa szkoła I stopnia,1,,,,,,,,,,,,,1,,,,,,
206031,2,DOLNOŚLĄSKIE,karkonoski,Piechowice,obszar miejski,1,Przedszkole,5,,,,,4,,,,,,,,1,,,,,,
206031,2,DOLNOŚLĄSKIE,karkonoski,Piechowice,obszar miejski,3,Szkoła podstawowa,17,,,,,8,,,,,,,,3,1,,,,,5
206031,2,DOLNOŚLĄSKIE,karkonoski,Piechowice,obszar miejski,14,Liceum ogólnokształcące,2,,,,,2,,,,,,,,,,,,,,
206031,2,DOLNOŚLĄSKIE,karkonoski,Piechowice,obszar miejski,16,Technikum,18,,,,,3,,,,,,,,14,,,1,,,
206041,2,DOLNOŚLĄSKIE,karkonoski,Szklarska Poręba,obszar miejski,1,Przedszkole,14,1,,,,10,1,,,,,,,,1,,1,,,
206041,2,DOLNOŚLĄSKIE,karkonoski,Szklarska Poręba,obszar miejski,3,Szkoła podstawowa,150,,,,1,61,,,,,,,,88,,,,,,
206041,2,DOLNOŚLĄSKIE,karkonoski,Szklarska Poręba,obszar miejski,14,Liceum ogólnokształcące,22,,,,1,20,,,,,,,,,,,1,,,
206052,2,DOLNOŚLĄSKIE,karkonoski,Janowice Wielkie,obszar wiejski,3,Szkoła podstawowa,8,,,,,,,,,,,,,8,,,,,,
206062,2,DOLNOŚLĄSKIE,karkonoski,Jeżów Sudecki,obszar wiejski,1,Przedszkole,1,1,,,,,,,,,,,,,,,,,,
206062,2,DOLNOŚLĄSKIE,karkonoski,Jeżów Sudecki,obszar wiejski,3,Szkoła podstawowa,19,,,,,1,,,,,,,,9,8,,,,,1
206072,2,DOLNOŚLĄSKIE,karkonoski,Mysłakowice,obszar wiejski,1,Przedszkole,3,,,,,3,,,,,,,,,,,,,,
206072,2,DOLNOŚLĄSKIE,karkonoski,Mysłakowice,obszar wiejski,3,Szkoła podstawowa,16,,,,,13,,,,,,,,2,,,,,,1
206082,2,DOLNOŚLĄSKIE,karkonoski,Podgórzyn,obszar wiejski,1,Przedszkole,2,,,,,2,,,,,,,,,,,,,,
206082,2,DOLNOŚLĄSKIE,karkonoski,Podgórzyn,obszar wiejski,3,Szkoła podstawowa,31,,,,,16,,,,,,,,15,,,,,,
206092,2,DOLNOŚLĄSKIE,karkonoski,Stara Kamienica,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
206092,2,DOLNOŚLĄSKIE,karkonoski,Stara Kamienica,obszar wiejski,3,Szkoła podstawowa,4,,,,3,,,,,,,,,1,,,,,,
206092,2,DOLNOŚLĄSKIE,karkonoski,Stara Kamienica,obszar wiejski,14,Liceum ogólnokształcące,1,,,,1,,,,,,,,,,,,,,,
207011,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar miejski,1,Przedszkole,11,,,,,9,,,,,,,,,1,,,,,1
207011,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar miejski,3,Szkoła podstawowa,45,,,,,41,,,1,,,,,3,,,,,,
207011,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar miejski,14,Liceum ogólnokształcące,2,1,,,,,,,1,,,,,,,,,,,
207011,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar miejski,16,Technikum,8,,,,,8,,,,,,,,,,,,,,
207011,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar miejski,19,Szkoła policealna,8,,,,,7,,,,,,,,,,,,1,,
207011,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar miejski,93,Branżowa szkoła I stopnia,16,1,,,,1,,,,,,,,14,,,,,,
207022,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
207022,2,DOLNOŚLĄSKIE,kamiennogórski,Kamienna Góra,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
207033,2,DOLNOŚLĄSKIE,kamiennogórski,Lubawka,obszar miejski,1,Przedszkole,4,,,,,,,,,,,,,4,,,,,,
207033,2,DOLNOŚLĄSKIE,kamiennogórski,Lubawka,obszar miejski,3,Szkoła podstawowa,18,,,,,4,,,,,,,,12,1,,1,,,
207033,2,DOLNOŚLĄSKIE,kamiennogórski,Lubawka,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
207033,2,DOLNOŚLĄSKIE,kamiennogórski,Lubawka,obszar wiejski,3,Szkoła podstawowa,3,,,,,2,,,,,,,,,1,,,,,
207042,2,DOLNOŚLĄSKIE,kamiennogórski,Marciszów,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
207042,2,DOLNOŚLĄSKIE,kamiennogórski,Marciszów,obszar wiejski,3,Szkoła podstawowa,9,,,,,8,,,,,,,,1,,,,,,
208011,2,DOLNOŚLĄSKIE,kłodzki,Duszniki-Zdrój,obszar miejski,1,Przedszkole,6,,,,,,,,,,,,,6,,,,,,
208011,2,DOLNOŚLĄSKIE,kłodzki,Duszniki-Zdrój,obszar miejski,3,Szkoła podstawowa,42,,,,,,,,,,,,,,,,42,,,
208011,2,DOLNOŚLĄSKIE,kłodzki,Duszniki-Zdrój,obszar miejski,14,Liceum ogólnokształcące,11,,,,,,,,,,,,,,,,11,,,
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,1,Przedszkole,25,,,,,2,,,2,,,,,17,1,,1,,,2
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,3,Szkoła podstawowa,100,,,,,51,,,,,,,,48,,,,,,1
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,14,Liceum ogólnokształcące,18,,,,1,1,,,,,,,,16,,,,,,
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,16,Technikum,26,,,,,8,,,,,,,,13,2,,3,,,
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,19,Szkoła policealna,30,,,,2,3,,,,,,,,11,4,,,10,,
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,85,Szkoła muzyczna I stopnia,4,,,,,3,,,,,,,,1,,,,,,
208021,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar miejski,93,Branżowa szkoła I stopnia,8,,,,,7,,,,,,,,,,,1,,,
208031,2,DOLNOŚLĄSKIE,kłodzki,Kudowa-Zdrój,obszar miejski,1,Przedszkole,29,4,,,,,,,,,,,,21,2,,2,,,
208031,2,DOLNOŚLĄSKIE,kłodzki,Kudowa-Zdrój,obszar miejski,3,Szkoła podstawowa,72,13,,,,39,,,,,,,,1,2,,1,3,,13
208031,2,DOLNOŚLĄSKIE,kłodzki,Kudowa-Zdrój,obszar miejski,14,Liceum ogólnokształcące,8,2,,,,5,,,,,,,,,1,,,,,
208031,2,DOLNOŚLĄSKIE,kłodzki,Kudowa-Zdrój,obszar miejski,16,Technikum,2,,,,,1,,,,,,,,,1,,,,,
208031,2,DOLNOŚLĄSKIE,kłodzki,Kudowa-Zdrój,obszar miejski,93,Branżowa szkoła I stopnia,7,,,,,5,,,,,,,,,2,,,,,
208041,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar miejski,1,Przedszkole,8,,,,,2,,,1,,,,,,5,,,,,
208041,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar miejski,3,Szkoła podstawowa,24,,,,,5,,,,,,,,19,,,,,,
208041,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar miejski,14,Liceum ogólnokształcące,4,,,,,,,,,,,,,4,,,,,,
208041,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar miejski,16,Technikum,6,,,,,5,,,,,,,,,1,,,,,
208041,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar miejski,93,Branżowa szkoła I stopnia,5,,,,,3,,,,,,,,2,,,,,,
208051,2,DOLNOŚLĄSKIE,kłodzki,Polanica-Zdrój,obszar miejski,1,Przedszkole,6,,,,,6,,,,,,,,,,,,,,
208051,2,DOLNOŚLĄSKIE,kłodzki,Polanica-Zdrój,obszar miejski,3,Szkoła podstawowa,36,,,,,5,,,,,,,,26,2,1,,,,2
208051,2,DOLNOŚLĄSKIE,kłodzki,Polanica-Zdrój,obszar miejski,16,Technikum,14,,,,,5,,,,,,,,9,,,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar miejski,1,Przedszkole,3,,,,,,,,,,,,,3,,,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar miejski,3,Szkoła podstawowa,12,,,,,5,,,2,,,,,4,1,,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar miejski,14,Liceum ogólnokształcące,3,,,,,,,,,,,,,2,1,,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar miejski,16,Technikum,8,,,,,5,,,,,,,,,1,,,,,2
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar miejski,85,Szkoła muzyczna I stopnia,2,,,,,,,,,,,,,,,2,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar miejski,93,Branżowa szkoła I stopnia,5,1,1,,,2,,,,,,,,,1,,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
208063,2,DOLNOŚLĄSKIE,kłodzki,Bystrzyca Kłodzka,obszar wiejski,3,Szkoła podstawowa,15,,,,1,4,,,,,,,,9,,,1,,,
208072,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar wiejski,1,Przedszkole,3,,,,,3,,,,,,,,,,,,,,
208072,2,DOLNOŚLĄSKIE,kłodzki,Kłodzko,obszar wiejski,3,Szkoła podstawowa,20,,,,,18,,,,,,,,1,1,,,,,
208083,2,DOLNOŚLĄSKIE,kłodzki,Lądek-Zdrój,obszar miejski,1,Przedszkole,11,,,,,,,,,,,,,11,,,,,,
208083,2,DOLNOŚLĄSKIE,kłodzki,Lądek-Zdrój,obszar miejski,3,Szkoła podstawowa,55,,,,,49,,1,,,,,,5,,,,,,
208083,2,DOLNOŚLĄSKIE,kłodzki,Lądek-Zdrój,obszar miejski,14,Liceum ogólnokształcące,6,,,,,6,,,,,,,,,,,,,,
208083,2,DOLNOŚLĄSKIE,kłodzki,Lądek-Zdrój,obszar wiejski,3,Szkoła podstawowa,1,,,,,1,,,,,,,,,,,,,,
208092,2,DOLNOŚLĄSKIE,kłodzki,Lewin Kłodzki,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
208092,2,DOLNOŚLĄSKIE,kłodzki,Lewin Kłodzki,obszar wiejski,3,Szkoła podstawowa,14,,,,,12,,,,,,,,2,,,,,,
208103,2,DOLNOŚLĄSKIE,kłodzki,Międzylesie,obszar miejski,1,Przedszkole,5,,,,,5,,,,,,,,,,,,,,
208103,2,DOLNOŚLĄSKIE,kłodzki,Międzylesie,obszar miejski,3,Szkoła podstawowa,5,,,,,3,,,,,,,,2,,,,,,
208112,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar wiejski,3,Szkoła podstawowa,13,,,,,4,,,,,,,,6,3,,,,,
208112,2,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda,obszar wiejski,16,Technikum,2,,,,,,,,2,,,,,,,,,,,
208123,2,DOLNOŚLĄSKIE,kłodzki,Radków,obszar miejski,1,Przedszkole,1,,,,,,,,,,,,,,,,,,1,
208123,2,DOLNOŚLĄSKIE,kłodzki,Radków,obszar miejski,3,Szkoła podstawowa,4,,,,,1,,,,,,,,3,,,,,,
208123,2,DOLNOŚLĄSKIE,kłodzki,Radków,obszar wiejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
208123,2,DOLNOŚLĄSKIE,kłodzki,Radków,obszar wiejski,3,Szkoła podstawowa,6,,,,,5,,,,,,,,1,,,,,,
208133,2,DOLNOŚLĄSKIE,kłodzki,Stronie Śląskie,obszar miejski,1,Przedszkole,9,3,,,,,,,,,,,,4,1,,,,,1
208133,2,DOLNOŚLĄSKIE,kłodzki,Stronie Śląskie,obszar miejski,3,Szkoła podstawowa,15,,,,,,,,,,,,,15,,,,,,
208133,2,DOLNOŚLĄSKIE,kłodzki,Stronie Śląskie,obszar wiejski,1,Przedszkole,2,,,,,,,,,,,,,2,,,,,,
208143,2,DOLNOŚLĄSKIE,kłodzki,Szczytna,obszar miejski,1,Przedszkole,3,,,,,,,,,,,,,3,,,,,,
208143,2,DOLNOŚLĄSKIE,kłodzki,Szczytna,obszar miejski,3,Szkoła podstawowa,6,,,,,,,,,,,,,4,,,,,,2
208143,2,DOLNOŚLĄSKIE,kłodzki,Szczytna,obszar wiejski,3,Szkoła podstawowa,1,1,,,,,,,,,,,,,,,,,,
