idTerytGmina,idTerytWojewodztwo,Wojewodztwo,Powiat,Gmina,Typ obszaru,idTypPodmiotu,Typ podmiotu,lb_ucz_cudzoziem_ogółem,"obywatel państwa członkowskiego UE, państwa członkowskiego EFTA lub Konfederacji Szwajcarskiej albo członek rodziny takiej osoby posiadający prawo pobytu lub prawo stałego pobytu",osoba pochodzenia polskiego w rozumieniu przepisów o repatriacji,"osoba, której udzielono zezwolenia na osiedlenie się na terytorium RP",osoba posiadająca ważną Kartę Polaka,"osoba, której nadano status uchodźcy, albo członek rodziny takiej osoby",osoba posiadająca zgodę na pobyt tolerowany,"osoba, której udzielono ochrony uzupełniającej, albo członek rodziny takiej osoby",osoba korzystająca z ochrony czasowej na terytorium RP,"osoba, której na terytorium RP udzielono zezwolenia na pobyt rezydenta długoterminowego UE","osoba, której na terytorium RP udzielono zezwolenia na zamieszkanie na czas oznaczony w związku z okolicznością, o której mowa w art. 53 ust. 1 pkt 7, 13 i 14 ustawy o cudzoziemcach",członek rodziny osoby ubiegającej się o nadanie statusu uchodźcy,"osoba, której uprawnienie do nauki wynika z umowy międzynarodowej.",inny,"osoba, której udzielono zezwolenia na pobyt stały na terytorium RP","osoba, której udzielono zgody na pobyt ze względów humanitarnych, albo członek rodziny takiej osoby","osoba, której na terytorium RP udzielono zezwolenia na pobyt czasowy w związku z okolicznością, o której mowa w art. 127, art.159 ust. 1, art. 176 lub art. 186 ust. 1 pkt 3 lub 4 ustawy o cudzoziemcach","osoba, która posiada kartę pobytu z adnotacją ""dostęp do rynku pracy"", wizę Schengen lub wizę krajową wydaną w celu wykonywania pracy na terytorium RP",członek rodziny osoby ubiegającej się o udzielenie ochrony międzynarodowej,brak statusu w SIO
811063,8,LUBUSKIE,żarski,Lubsko,obszar miejski,14,Liceum ogólnokształcące,12,,,,,3,,,,,,,,8,1,,,,,
811063,8,LUBUSKIE,żarski,Lubsko,obszar miejski,16,Technikum,19,,,,,4,,,,,,,,15,,,,,,
811063,8,LUBUSKIE,żarski,Lubsko,obszar miejski,93,Branżowa szkoła I stopnia,14,,,,,2,,,,,,,,12,,,,,,
811063,8,LUBUSKIE,żarski,Lubsko,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
811063,8,LUBUSKIE,żarski,Lubsko,obszar wiejski,3,Szkoła podstawowa,1,,,,,1,,,,,,,,,,,,,,
811082,8,LUBUSKIE,żarski,Trzebiel,obszar wiejski,3,Szkoła podstawowa,5,,,,,1,,,,,,,,4,,,,,,
811092,8,LUBUSKIE,żarski,Tuplice,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,,1,,,,,
811092,8,LUBUSKIE,żarski,Tuplice,obszar wiejski,3,Szkoła podstawowa,6,,,,2,,,,3,,,,,,,,1,,,
811102,8,LUBUSKIE,żarski,Żary,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,,1,,,,,
811102,8,LUBUSKIE,żarski,Żary,obszar wiejski,3,Szkoła podstawowa,9,,,,,1,,,1,,,,,6,,1,,,,
812013,8,LUBUSKIE,wschowski,Sława,obszar miejski,1,Przedszkole,33,1,,,,2,1,,,,,,,15,3,,1,2,,8
812013,8,LUBUSKIE,wschowski,Sława,obszar miejski,3,Szkoła podstawowa,61,,,,,2,,,,,,,,57,,1,,,,1
812013,8,LUBUSKIE,wschowski,Sława,obszar miejski,14,Liceum ogólnokształcące,1,,,,,1,,,,,,,,,,,,,,
812013,8,LUBUSKIE,wschowski,Sława,obszar miejski,16,Technikum,1,,,,,1,,,,,,,,,,,,,,
812013,8,LUBUSKIE,wschowski,Sława,obszar miejski,93,Branżowa szkoła I stopnia,10,,,,,8,,,,,,,,1,,,1,,,
812013,8,LUBUSKIE,wschowski,Sława,obszar wiejski,3,Szkoła podstawowa,4,,,,,,,,,,,,,3,,,,,,1
812023,8,LUBUSKIE,wschowski,Szlichtyngowa,obszar miejski,1,Przedszkole,1,,,,,1,,,,,,,,,,,,,,
812023,8,LUBUSKIE,wschowski,Szlichtyngowa,obszar miejski,3,Szkoła podstawowa,3,,,,,,,,,,,,,3,,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar miejski,1,Przedszkole,8,,,,1,4,,,,,,,,2,1,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar miejski,3,Szkoła podstawowa,27,,,,,3,,,,,,,,18,6,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar miejski,14,Liceum ogólnokształcące,6,,,,,6,,,,,,,,,,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar miejski,16,Technikum,2,,,,,,1,,,,,,,,1,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar miejski,85,Szkoła muzyczna I stopnia,1,,,,,,,,,1,,,,,,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar miejski,93,Branżowa szkoła I stopnia,2,,,,,1,,,,,,,,1,,,,,,
812033,8,LUBUSKIE,wschowski,Wschowa,obszar wiejski,3,Szkoła podstawowa,3,,,,,2,,,,,,,,1,,,,,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,1,Przedszkole,420,1,,,2,206,1,,9,2,,,,105,41,1,41,4,,7
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,3,Szkoła podstawowa,1340,1,,,14,546,2,,4,2,,,,647,42,,79,2,,1
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,14,Liceum ogólnokształcące,177,1,,,1,32,,2,7,2,,,,82,22,,11,12,,5
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,16,Technikum,287,1,,,3,65,,1,57,1,,,,59,45,,54,1,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,19,Szkoła policealna,1740,,,,36,371,,,2,2,,,,716,51,23,159,364,,16
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,27,Liceum sztuk plastycznych,12,,,,1,5,,,,,,,,,1,1,2,2,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,81,Punkt przedszkolny,12,,,,1,11,,,,,,,,,,,,,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,85,Szkoła muzyczna I stopnia,19,,,,,16,1,,,,,,,,1,,1,,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,86,Szkoła muzyczna II stopnia,3,,,,1,1,1,,,,,,,,,,,,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,93,Branżowa szkoła I stopnia,141,,,,,14,,,68,,,,,19,20,,18,2,,
861011,8,LUBUSKIE,m. Gorzów Wielkopolski,M. Gorzów Wielkopolski,obszar miejski,94,Branżowa szkoła II stopnia,3,,,,,,,,,,,,,1,,,2,,,
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,1,Przedszkole,528,3,,,12,183,,2,7,3,,,,216,48,1,24,17,1,11
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,3,Szkoła podstawowa,1625,22,,,7,445,1,,21,6,,,,964,40,,93,16,,10
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,14,Liceum ogólnokształcące,201,1,,,2,4,,,2,1,,,,166,12,,8,2,,3
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,16,Technikum,319,,,,2,56,,,68,,,,9,125,36,,17,5,,1
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,19,Szkoła policealna,897,1,,,11,155,1,1,23,2,,,,133,109,3,80,371,,7
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,21,Ogólnokształcąca szkoła muzyczna I stopnia,6,,,,,3,,,,,,,,1,,,,2,,
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,27,Liceum sztuk plastycznych,8,,,,,2,,,5,,,,,,,,1,,,
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,85,Szkoła muzyczna I stopnia,12,,,,1,,,,4,,,,,,2,,5,,,
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,86,Szkoła muzyczna II stopnia,1,,,,,,,,,,,,,,,,1,,,
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,93,Branżowa szkoła I stopnia,167,,,,,120,,,,1,,,,36,,,8,2,,
862011,8,LUBUSKIE,m. Zielona Góra,M. Zielona Góra,obszar miejski,94,Branżowa szkoła II stopnia,3,,,,,,,,,,,,,,,,,3,,
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,1,Przedszkole,41,,,,,23,,,1,1,,,,8,4,,2,,,2
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,3,Szkoła podstawowa,158,3,,,2,86,,,,,,,,57,4,,5,,,1
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,14,Liceum ogólnokształcące,30,,,,2,15,,,,1,,,,8,2,,,,,2
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,16,Technikum,27,,,,1,4,1,,18,,,,,,1,,1,1,,
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,19,Szkoła policealna,52,,,,2,9,,,1,2,,,,13,2,,4,18,,1
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,85,Szkoła muzyczna I stopnia,2,,,,,1,,,,,,,,,1,,,,,
1001011,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar miejski,93,Branżowa szkoła I stopnia,13,,,,,6,,,4,,,,,3,,,,,,
1001022,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar wiejski,1,Przedszkole,2,,,,,2,,,,,,,,,,,,,,
1001022,10,ŁÓDZKIE,bełchatowski,Bełchatów,obszar wiejski,3,Szkoła podstawowa,13,,,,,8,,,,,,,,,2,,1,,,2
1001032,10,ŁÓDZKIE,bełchatowski,Drużbice,obszar wiejski,81,Punkt przedszkolny,1,,,,,1,,,,,,,,,,,,,,
1001042,10,ŁÓDZKIE,bełchatowski,Kleszczów,obszar wiejski,1,Przedszkole,6,,,,,,,,,,,,,6,,,,,,
1001042,10,ŁÓDZKIE,bełchatowski,Kleszczów,obszar wiejski,3,Szkoła podstawowa,15,,,,,,,,,,,,,15,,,,,,
1001042,10,ŁÓDZKIE,bełchatowski,Kleszczów,obszar wiejski,16,Technikum,1,,,,,,,,,,,,,1,,,,,,
1001052,10,ŁÓDZKIE,bełchatowski,Kluki,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
1001052,10,ŁÓDZKIE,bełchatowski,Kluki,obszar wiejski,3,Szkoła podstawowa,7,,,,,,,,,,,,,7,,,,,,
1001062,10,ŁÓDZKIE,bełchatowski,Rusiec,obszar wiejski,1,Przedszkole,3,,,,,,,,,,,,,3,,,,,,
1001062,10,ŁÓDZKIE,bełchatowski,Rusiec,obszar wiejski,3,Szkoła podstawowa,12,,,,,,,,,,,,,10,,,,1,,1
1001072,10,ŁÓDZKIE,bełchatowski,Szczerców,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,,,,1,,,
1001072,10,ŁÓDZKIE,bełchatowski,Szczerców,obszar wiejski,3,Szkoła podstawowa,14,,,,,1,,,,,,,,13,,,,,,
1001072,10,ŁÓDZKIE,bełchatowski,Szczerców,obszar wiejski,16,Technikum,1,,,,,,,,,,,,,1,,,,,,
1001072,10,ŁÓDZKIE,bełchatowski,Szczerców,obszar wiejski,93,Branżowa szkoła I stopnia,2,,,,,,,,,,,,,2,,,,,,
1001083,10,ŁÓDZKIE,bełchatowski,Zelów,obszar miejski,3,Szkoła podstawowa,8,,,,,7,,,,,,,,1,,,,,,
1001083,10,ŁÓDZKIE,bełchatowski,Zelów,obszar miejski,93,Branżowa szkoła I stopnia,4,3,,,,,,,,,,,,1,,,,,,
1001083,10,ŁÓDZKIE,bełchatowski,Zelów,obszar wiejski,3,Szkoła podstawowa,3,,,,,2,,,,,,,,1,,,,,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,1,Przedszkole,102,,,,1,23,,,,,,,,72,,,5,,,1
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,3,Szkoła podstawowa,347,,,,1,196,,,,,,,,131,8,,9,2,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,14,Liceum ogólnokształcące,20,,,,,13,,,,2,,,,2,2,,1,,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,16,Technikum,64,,,,,51,,,1,,,,,4,1,,5,2,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,19,Szkoła policealna,72,,,,3,6,,,,,,,1,,5,,56,,,1
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,81,Punkt przedszkolny,3,,,,,2,,,,,,,,1,,,,,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,85,Szkoła muzyczna I stopnia,1,,,,,,,,,,,,,,1,,,,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,86,Szkoła muzyczna II stopnia,1,,,,,,,,1,,,,,,,,,,,
1002011,10,ŁÓDZKIE,kutnowski,Kutno,obszar miejski,93,Branżowa szkoła I stopnia,19,,,,,16,,1,,,,,,2,,,,,,
1002022,10,ŁÓDZKIE,kutnowski,Bedlno,obszar wiejski,3,Szkoła podstawowa,6,,,,,5,,,,,,,,1,,,,,,
1002033,10,ŁÓDZKIE,kutnowski,Dąbrowice,obszar miejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,,1,,,1,,
1002043,10,ŁÓDZKIE,kutnowski,Krośniewice,obszar miejski,1,Przedszkole,1,,,,,,,,,,,,,1,,,,,,
1002043,10,ŁÓDZKIE,kutnowski,Krośniewice,obszar miejski,3,Szkoła podstawowa,5,,,,,1,,,,,,,,1,,,,2,,1
1002043,10,ŁÓDZKIE,kutnowski,Krośniewice,obszar miejski,14,Liceum ogólnokształcące,2,,,,,,1,,,,,,,,1,,,,,
1002043,10,ŁÓDZKIE,kutnowski,Krośniewice,obszar wiejski,3,Szkoła podstawowa,20,,,,,,,,,,,,,,1,,,,,19
1002052,10,ŁÓDZKIE,kutnowski,Krzyżanów,obszar wiejski,3,Szkoła podstawowa,4,,,,,2,,,,,,,,,1,,1,,,
1002052,10,ŁÓDZKIE,kutnowski,Krzyżanów,obszar wiejski,16,Technikum,10,,,,,8,,,,,,,,1,,,1,,,
1002062,10,ŁÓDZKIE,kutnowski,Kutno,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,,,,1,,,
1002062,10,ŁÓDZKIE,kutnowski,Kutno,obszar wiejski,3,Szkoła podstawowa,16,,,,,13,,,,,,,,3,,,,,,
1002072,10,ŁÓDZKIE,kutnowski,Łanięta,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,,1,,1,,,
1002092,10,ŁÓDZKIE,kutnowski,Oporów,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,,1,,,,,
1002102,10,ŁÓDZKIE,kutnowski,Strzelce,obszar wiejski,3,Szkoła podstawowa,4,,,,,3,,,,,,,,,1,,,,,
1002113,10,ŁÓDZKIE,kutnowski,Żychlin,obszar miejski,1,Przedszkole,2,,,,,1,,,,,,,,,,1,,,,
1002113,10,ŁÓDZKIE,kutnowski,Żychlin,obszar miejski,3,Szkoła podstawowa,11,,,,,1,,,,,,,,6,,2,2,,,
1002113,10,ŁÓDZKIE,kutnowski,Żychlin,obszar miejski,14,Liceum ogólnokształcące,3,,,,,,,,,,,,,2,1,,,,,
1002113,10,ŁÓDZKIE,kutnowski,Żychlin,obszar miejski,16,Technikum,3,,,,,1,,,,,,,,,,,1,,,1
1002113,10,ŁÓDZKIE,kutnowski,Żychlin,obszar wiejski,3,Szkoła podstawowa,2,,,,,2,,,,,,,,,,,,,,
1003012,10,ŁÓDZKIE,łaski,Buczek,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar miejski,1,Przedszkole,10,,,,,,,,,,,,,10,,,,,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar miejski,3,Szkoła podstawowa,43,,,,,27,,,,,,,,14,,,,2,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar miejski,14,Liceum ogólnokształcące,9,,,,,3,,,,,,,,5,,,,1,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar miejski,16,Technikum,2,,,,,1,,,,,,,,,,,1,,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar miejski,93,Branżowa szkoła I stopnia,4,,,,,1,,,,,,,,2,,1,,,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar wiejski,3,Szkoła podstawowa,9,,,,,2,,,,,,,,7,,,,,,
1003023,10,ŁÓDZKIE,łaski,Łask,obszar wiejski,14,Liceum ogólnokształcące,7,,,,,3,1,,1,,,,,,1,,1,,,
1003032,10,ŁÓDZKIE,łaski,Sędziejowice,obszar wiejski,3,Szkoła podstawowa,2,,,,,2,,,,,,,,,,,,,,
1003032,10,ŁÓDZKIE,łaski,Sędziejowice,obszar wiejski,16,Technikum,2,,,,,2,,,,,,,,,,,,,,
1003042,10,ŁÓDZKIE,łaski,Widawa,obszar wiejski,3,Szkoła podstawowa,2,,,,,2,,,,,,,,,,,,,,
1003052,10,ŁÓDZKIE,łaski,Wodzierady,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,,1,,,,,
1004011,10,ŁÓDZKIE,łęczycki,Łęczyca,obszar miejski,1,Przedszkole,3,,,,,,,,1,,,,,2,,,,,,
1004011,10,ŁÓDZKIE,łęczycki,Łęczyca,obszar miejski,3,Szkoła podstawowa,30,,,,,8,,,,,,,,18,3,,,,,1
1004011,10,ŁÓDZKIE,łęczycki,Łęczyca,obszar miejski,14,Liceum ogólnokształcące,5,,,,,,,,,,,,,3,,,2,,,
1004011,10,ŁÓDZKIE,łęczycki,Łęczyca,obszar miejski,16,Technikum,3,,,,,,,,,,,,,,,,3,,,
1004011,10,ŁÓDZKIE,łęczycki,Łęczyca,obszar miejski,93,Branżowa szkoła I stopnia,4,,,,,2,,,1,,,,,,,,1,,,
1004022,10,ŁÓDZKIE,łęczycki,Daszyna,obszar wiejski,3,Szkoła podstawowa,10,,,,,,,,,,,,,10,,,,,,
1004032,10,ŁÓDZKIE,łęczycki,Góra Świętej Małgorzaty,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1004043,10,ŁÓDZKIE,łęczycki,Grabów,obszar miejski,3,Szkoła podstawowa,1,,,,1,,,,,,,,,,,,,,,
1004043,10,ŁÓDZKIE,łęczycki,Grabów,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1004052,10,ŁÓDZKIE,łęczycki,Łęczyca,obszar wiejski,3,Szkoła podstawowa,10,,,,,,,,8,,,,,2,,,,,,
1004063,10,ŁÓDZKIE,łęczycki,Piątek,obszar miejski,1,Przedszkole,4,,,,,,,,,,,,,4,,,,,,
1004063,10,ŁÓDZKIE,łęczycki,Piątek,obszar miejski,3,Szkoła podstawowa,14,,,,,5,,,,,,,,8,,,,1,,
1004063,10,ŁÓDZKIE,łęczycki,Piątek,obszar miejski,16,Technikum,1,,,,,,,,,,,,,1,,,,,,
1004072,10,ŁÓDZKIE,łęczycki,Świnice Warckie,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1004082,10,ŁÓDZKIE,łęczycki,Witonia,obszar wiejski,3,Szkoła podstawowa,4,,,,,,,,4,,,,,,,,,,,
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,1,Przedszkole,45,,,,1,25,,,,,,,,11,3,,3,2,,
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,3,Szkoła podstawowa,118,,,,,97,,,,,,,,17,4,,,,,
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,14,Liceum ogólnokształcące,9,,,,1,2,,,,,,,,,4,,1,,,1
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,16,Technikum,26,,,,1,1,,,1,,,,,19,,,2,,,2
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,19,Szkoła policealna,36,,,,,17,,,,,,,,,,,,19,,
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,85,Szkoła muzyczna I stopnia,1,,,,,,,,,,,,,,1,,,,,
1005011,10,ŁÓDZKIE,łowicki,Łowicz,obszar miejski,93,Branżowa szkoła I stopnia,17,,,,,1,,,,,,,,16,,,,,,
1005022,10,ŁÓDZKIE,łowicki,Bielawy,obszar wiejski,1,Przedszkole,2,,,,,2,,,,,,,,,,,,,,
1005022,10,ŁÓDZKIE,łowicki,Bielawy,obszar wiejski,3,Szkoła podstawowa,6,,,,,1,,,,,,,,5,,,,,,
1005032,10,ŁÓDZKIE,łowicki,Chąśno,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1005032,10,ŁÓDZKIE,łowicki,Chąśno,obszar wiejski,81,Punkt przedszkolny,1,,,,,1,,,,,,,,,,,,,,
1005042,10,ŁÓDZKIE,łowicki,Domaniewice,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,,1,,,,,
1005053,10,ŁÓDZKIE,łowicki,Kiernozia,obszar miejski,3,Szkoła podstawowa,6,,,,,,,,,,,,,4,,,,,,2
1005062,10,ŁÓDZKIE,łowicki,Kocierzew Południowy,obszar wiejski,3,Szkoła podstawowa,3,,,,,2,,,,,,,,1,,,,,,
1005072,10,ŁÓDZKIE,łowicki,Łowicz,obszar wiejski,3,Szkoła podstawowa,2,,,,1,,,,,,,,,,,,,1,,
1005082,10,ŁÓDZKIE,łowicki,Łyszkowice,obszar wiejski,1,Przedszkole,2,,,,,,,,1,,,,,,,,1,,,
1005082,10,ŁÓDZKIE,łowicki,Łyszkowice,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1005092,10,ŁÓDZKIE,łowicki,Nieborów,obszar wiejski,1,Przedszkole,5,,,,,,,,,,,,,4,,,,,,1
1005092,10,ŁÓDZKIE,łowicki,Nieborów,obszar wiejski,3,Szkoła podstawowa,9,,,,,,,,,,,,,6,,,1,2,,
1005102,10,ŁÓDZKIE,łowicki,Zduny,obszar wiejski,3,Szkoła podstawowa,37,,,,,,,,,,,,,37,,,,,,
1005102,10,ŁÓDZKIE,łowicki,Zduny,obszar wiejski,16,Technikum,5,,,,,3,,,,,,,,,2,,,,,
1006022,10,ŁÓDZKIE,łódzki wschodni,Andrespol,obszar wiejski,1,Przedszkole,13,,,,,10,,,,,,,,1,2,,,,,
1006022,10,ŁÓDZKIE,łódzki wschodni,Andrespol,obszar wiejski,3,Szkoła podstawowa,31,,,,,26,,,,,,,,4,1,,,,,
1006022,10,ŁÓDZKIE,łódzki wschodni,Andrespol,obszar wiejski,14,Liceum ogólnokształcące,8,,,,,,,,1,,,,,6,1,,,,,
1006032,10,ŁÓDZKIE,łódzki wschodni,Brójce,obszar wiejski,3,Szkoła podstawowa,3,,,,,,,,,,,,,2,,,1,,,
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar miejski,1,Przedszkole,16,1,,,1,9,,,,,,,,1,3,1,,,,
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar miejski,3,Szkoła podstawowa,44,,,,,23,,,15,,,,,4,1,,1,,,
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar miejski,14,Liceum ogólnokształcące,4,,,,,,,,,,,,,4,,,,,,
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar miejski,16,Technikum,8,,,,,1,,,,,,,,7,,,,,,
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar miejski,93,Branżowa szkoła I stopnia,5,,,,,,,,,,,,,5,,,,,,
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar wiejski,1,Przedszkole,1,,,,,,,,,,,,,,,,,,,1
1006073,10,ŁÓDZKIE,łódzki wschodni,Koluszki,obszar wiejski,3,Szkoła podstawowa,14,,,,,12,,,,,,,,1,1,,,,,
1006082,10,ŁÓDZKIE,łódzki wschodni,Nowosolna,obszar wiejski,3,Szkoła podstawowa,7,,,,,,,,,,,,,7,,,,,,
1006103,10,ŁÓDZKIE,łódzki wschodni,Rzgów,obszar miejski,1,Przedszkole,15,,,,2,9,,,,,,,,4,,,,,,
1006103,10,ŁÓDZKIE,łódzki wschodni,Rzgów,obszar miejski,3,Szkoła podstawowa,49,1,,,,31,,,,,,,,10,1,,,3,,3
1006103,10,ŁÓDZKIE,łódzki wschodni,Rzgów,obszar wiejski,1,Przedszkole,4,,,,,,,,,,,,,,1,,,,,3
1006103,10,ŁÓDZKIE,łódzki wschodni,Rzgów,obszar wiejski,3,Szkoła podstawowa,3,,,,,,,,,,,,,2,1,,,,,
1006103,10,ŁÓDZKIE,łódzki wschodni,Rzgów,obszar wiejski,81,Punkt przedszkolny,2,,,,1,1,,,,,,,,,,,,,,
1006113,10,ŁÓDZKIE,łódzki wschodni,Tuszyn,obszar miejski,1,Przedszkole,8,,,,,5,,,,,,,,3,,,,,,
1006113,10,ŁÓDZKIE,łódzki wschodni,Tuszyn,obszar miejski,3,Szkoła podstawowa,54,,,,,7,,,,,,,,45,2,,,,,
1006113,10,ŁÓDZKIE,łódzki wschodni,Tuszyn,obszar miejski,14,Liceum ogólnokształcące,5,,,,,5,,,,,,,,,,,,,,
1006113,10,ŁÓDZKIE,łódzki wschodni,Tuszyn,obszar wiejski,3,Szkoła podstawowa,2,,,,,1,,,,,,,,,,,1,,,
1007013,10,ŁÓDZKIE,opoczyński,Białaczów,obszar miejski,3,Szkoła podstawowa,3,,,,,1,,,,,,,,2,,,,,,
1007013,10,ŁÓDZKIE,opoczyński,Białaczów,obszar wiejski,3,Szkoła podstawowa,4,,,,,3,,,,,,,,1,,,,,,
1007023,10,ŁÓDZKIE,opoczyński,Drzewica,obszar miejski,3,Szkoła podstawowa,6,2,,,,,,,,,,,,3,1,,,,,
1007023,10,ŁÓDZKIE,opoczyński,Drzewica,obszar wiejski,3,Szkoła podstawowa,1,,,,,,,,,,,,,1,,,,,,
1007032,10,ŁÓDZKIE,opoczyński,Mniszków,obszar wiejski,3,Szkoła podstawowa,2,,,,,,,,,,,,,2,,,,,,
1007043,10,ŁÓDZKIE,opoczyński,Opoczno,obszar miejski,1,Przedszkole,12,,,,,6,,,,,,,,6,,,,,,
1007043,10,ŁÓDZKIE,opoczyński,Opoczno,obszar miejski,3,Szkoła podstawowa,79,,,,,46,,,5,,,,,22,3,,1,2,,
1007043,10,ŁÓDZKIE,opoczyński,Opoczno,obszar miejski,14,Liceum ogólnokształcące,11,,,,,10,,,,,,,,,,,1,,,
1007043,10,ŁÓDZKIE,opoczyński,Opoczno,obszar miejski,16,Technikum,10,,,,,6,,,,,,,,,4,,,,,
1007043,10,ŁÓDZKIE,opoczyński,Opoczno,obszar miejski,93,Branżowa szkoła I stopnia,4,,,,,3,,,,,,,,,,1,,,,
